,name,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
263,Narraburra,Valid,MIM,32.2,Found,1855.0,-34.25,147.7,"(-34.250000, 147.700000)"
264,Barranca Blanca,Valid,NMIM,12.0,Found,1855.0,-28.08333,-69.33333,"(-28.083330, -69.333330)"
265,Bremervörde,Valid,OC,7.25,Fell,1855.0,53.4,9.1,"(53.400000, 9.100000)"
266,Sabetmahet,Valid,OC,1.25,Fell,1855.0,27.43333,82.08333,"(27.433330, 82.083330)"
267,St. Denis Westrem,Valid,OC,0.7,Fell,1855.0,51.05,3.75,"(51.050000, 3.750000)"
268,Fort Pierre,Valid,MIM,15.9,Found,1856.0,44.35,-100.38333,"(44.350000, -100.383330)"
269,Nelson County,Valid,MIM,73.03,Found,1856.0,37.75,-85.5,"(37.750000, -85.500000)"
270,Trenzano,Valid,OC,11.8,Fell,1856.0,45.46667,10.0,"(45.466670, 10.000000)"
271,Denton County,Valid,MIM,5.4,Found,1856.0,33.0,-97.0,"(33.000000, -97.000000)"
272,Hainholz,Valid,MG,16.5,Found,1856.0,52.28333,8.91667,"(52.283330, 8.916670)"
273,Oviedo,Valid,OC,0.205,Fell,1856.0,43.4,-5.86667,"(43.400000, -5.866670)"
274,Quenggouk,Valid,OC,6.045,Fell,1857.0,17.76667,95.18333,"(17.766670, 95.183330)"
275,Mincy,Valid,MG,89.4,Found,1857.0,36.55,-93.1,"(36.550000, -93.100000)"
276,Locust Grove,Valid,MIM,10.0,Found,1857.0,33.33333,-84.1,"(33.333330, -84.100000)"
277,Les Ormes,Valid,OC,0.125,Fell,1857.0,48.35,3.25,"(48.350000, 3.250000)"
278,Laurens County,Valid,UN,2.15,Found,1857.0,34.5,-82.03333,"(34.500000, -82.033330)"
279,Heredia,Valid,OC,1.0,Fell,1857.0,10.0,-84.1,"(10.000000, -84.100000)"
280,Kaba,Valid,CC,3.0,Fell,1857.0,47.35,21.3,"(47.350000, 21.300000)"
281,Stavropol,Valid,OC,1.5,Fell,1857.0,45.05,41.98333,"(45.050000, 41.983330)"
282,Parnallee,Valid,OC,77.6,Fell,1857.0,9.23333,78.35,"(9.233330, 78.350000)"
283,Ohaba,Valid,OC,16.25,Fell,1857.0,46.06667,23.58333,"(46.066670, 23.583330)"
284,Ausson,Valid,OC,50.0,Fell,1858.0,43.08333,0.58333,"(43.083330, 0.583330)"
285,Augusta County,Valid,MIM,76.0,Found,1858.0,38.16667,-79.08333,"(38.166670, -79.083330)"
286,Trenton,Valid,MIM,505.0,Found,1858.0,43.36667,-88.13333,"(43.366670, -88.133330)"
287,Zmenj,Valid,AA,0.246,Fell,1858.0,51.83333,26.83333,"(51.833330, 26.833330)"
288,Kakowa,Valid,OC,0.577,Fell,1858.0,45.13333,21.66667,"(45.133330, 21.666670)"
289,Molina,Valid,OC,144.0,Fell,1858.0,38.11667,-1.16667,"(38.116670, -1.166670)"
290,Joel's Iron,Valid,MIM,1.3,Found,1858.0,-24.0,-69.0,"(-24.000000, -69.000000)"
291,Wooster,Valid,NMIM,22.7,Found,1858.0,40.76667,-81.95,"(40.766670, -81.950000)"
292,Tombigbee River,Valid,MIM,43.0,Found,1859.0,32.23333,-88.2,"(32.233330, -88.200000)"
293,Beuste,Valid,OC,2.0,Fell,1859.0,43.21667,-0.23333,"(43.216670, -0.233330)"
294,Harrison County,Valid,OC,0.68,Fell,1859.0,38.25,-86.16667,"(38.250000, -86.166670)"
295,Bethlehem,Valid,OC,0.013900000000000001,Fell,1859.0,42.53333,-73.83333,"(42.533330, -73.833330)"
296,Pampanga,Valid,OC,10.5,Fell,1859.0,15.08333,120.7,"(15.083330, 120.700000)"
297,Kusiali,Valid,OC,0.005,Fell,1860.0,29.68333,78.38333,"(29.683330, 78.383330)"
298,Coopertown,Valid,MIM,16.8,Found,1860.0,36.43333,-87.0,"(36.433330, -87.000000)"
299,Cleveland,Valid,MIM,115.0,Found,1860.0,34.88333,-84.78333,"(34.883330, -84.783330)"
300,New Concord,Valid,OC,230.0,Fell,1860.0,40.0,-81.76667,"(40.000000, -81.766670)"
301,Victoria West,Valid,NMIM,2.95,Found,1860.0,-31.7,23.75,"(-31.700000, 23.750000)"
302,Sologne,Valid,OC,0.054,Fell,1860.0,47.36667,1.73333,"(47.366670, 1.733330)"
303,Marshall County,Valid,MIM,6.8,Found,1860.0,37.0,-88.25,"(37.000000, -88.250000)"
304,Kheragur,Valid,OC,0.45,Fell,1860.0,26.95,77.88333,"(26.950000, 77.883330)"
305,La Grange,Valid,MIM,50.8,Found,1860.0,38.4,-85.36667,"(38.400000, -85.366670)"
306,Alessandria,Valid,OC,0.908,Fell,1860.0,44.88333,8.75,"(44.883330, 8.750000)"
307,Dhurmsala,Valid,OC,32.0,Fell,1860.0,32.23333,76.46667,"(32.233330, 76.466670)"
308,Lutschaunig's Stone,Valid,OC,100.0,Found,1861.0,-27.0,-70.0,"(-27.000000, -70.000000)"
309,Butsura,Valid,OC,29.0,Fell,1861.0,27.08333,84.08333,"(27.083330, 84.083330)"
310,Meerut,Valid,OC,0.022,Fell,1861.0,29.01667,77.8,"(29.016670, 77.800000)"
311,Vaca Muerta,Valid,MG,3828.0,Found,1861.0,-25.75,-70.5,"(-25.750000, -70.500000)"
312,Grosnaja,Valid,CC,3.5,Fell,1861.0,43.66667,45.38333,"(43.666670, 45.383330)"
313,Cañellas,Valid,OC,0.945,Fell,1861.0,41.25,1.66667,"(41.250000, 1.666670)"
314,Sevilla,Valid,OC,0.18,Fell,1862.0,37.41667,-6.0,"(37.416670, -6.000000)"
315,Kokomo,Valid,MIM,1.8,Found,1862.0,40.48333,-86.36667,"(40.483330, -86.366670)"
316,Menow,Valid,OC,10.5,Fell,1862.0,53.18333,13.15,"(53.183330, 13.150000)"
317,Tourinnes-la-Grosse,Valid,OC,14.5,Fell,1863.0,50.78333,4.76667,"(50.783330, 4.766670)"
318,Wabar,Valid,MIM,2550.0,Found,1863.0,21.49972,50.47222,"(21.499720, 50.472220)"
319,St. Francois County,Valid,MIM,3.6,Found,1863.0,37.75,-90.5,"(37.750000, -90.500000)"
320,Copiapo,Valid,NMIM,20.0,Found,1863.0,-27.3,-70.4,"(-27.300000, -70.400000)"
321,Tomhannock Creek,Valid,OC,1.5,Found,1863.0,42.88333,-73.6,"(42.883330, -73.600000)"
322,Pillistfer,Valid,EC,23.25,Fell,1863.0,58.66667,25.73333,"(58.666670, 25.733330)"
323,Bacubirito,Valid,UN,22000.0,Found,1863.0,26.2,-107.83333,"(26.200000, -107.833330)"
324,Shytal,Valid,OC,3.2,Fell,1863.0,24.33333,90.16667,"(24.333330, 90.166670)"
325,Buschhof,Valid,OC,5.0,Fell,1863.0,46.45,25.78333,"(46.450000, 25.783330)"
326,Manbhoom,Valid,OC,1.7,Fell,1863.0,23.05,86.7,"(23.050000, 86.700000)"
327,Smith's Mountain,Valid,MIM,5.0,Found,1863.0,36.41667,-80.0,"(36.416670, -80.000000)"
328,Obernkirchen,Valid,MIM,41.0,Found,1863.0,52.26667,9.1,"(52.266670, 9.100000)"
329,Russel Gulch,Valid,MIM,13.2,Found,1863.0,39.8,-105.5,"(39.800000, -105.500000)"
330,Pulsora,Valid,OC,0.56,Fell,1863.0,23.36667,75.18333,"(23.366670, 75.183330)"
331,Wairarapa Valley,Valid,OC,6.0,Found,1863.0,-41.31667,175.13333,"(-41.316670, 175.133330)"
332,Tamentit,Valid,MIM,510.0,Found,1864.0,27.71667,-0.25,"(27.716670, -0.250000)"
333,Orgueil,Valid,CC,14.0,Fell,1864.0,43.88333,1.38333,"(43.883330, 1.383330)"
334,Dolgovoli,Valid,OC,1.6,Fell,1864.0,50.75,25.3,"(50.750000, 25.300000)"
335,Nerft,Valid,OC,10.25,Fell,1864.0,56.5,21.5,"(56.500000, 21.500000)"
336,Supuhee,Valid,OC,7.235,Fell,1865.0,26.71667,84.21667,"(26.716670, 84.216670)"
337,Dellys,Valid,UN,0.076,Found,1865.0,36.91667,3.91667,"(36.916670, 3.916670)"
338,Shergotty,Valid,M,5.0,Fell,1865.0,24.55,84.83333,"(24.550000, 84.833330)"
339,Aumale,Valid,OC,50.0,Fell,1865.0,36.16667,3.66667,"(36.166670, 3.666670)"
340,Gopalpur,Valid,OC,1.6,Fell,1865.0,24.23333,89.05,"(24.233330, 89.050000)"
341,Dundrum,Valid,OC,2.27,Fell,1865.0,52.55,-8.03333,"(52.550000, -8.033330)"
342,Vernon County,Valid,OC,1.5,Fell,1865.0,43.5,-91.16667,"(43.500000, -91.166670)"
343,Muddoor,Valid,OC,4.4,Fell,1865.0,12.63333,77.01667,"(12.633330, 77.016670)"
344,Jamkheir,Valid,OC,0.022,Fell,1866.0,18.75,75.33333,"(18.750000, 75.333330)"
345,Udipi,Valid,OC,3.6,Fell,1866.0,13.48333,74.78333,"(13.483330, 74.783330)"
346,Cangas de Onis,Valid,OC,34.0,Fell,1866.0,43.38333,-5.15,"(43.383330, -5.150000)"
347,St. Mesmin,Valid,OC,8.3,Fell,1866.0,48.45,3.93333,"(48.450000, 3.933330)"
348,Juncal,Valid,MIM,104.0,Found,1866.0,-26.0,-69.25,"(-26.000000, -69.250000)"
349,Knyahinya,Valid,OC,500.0,Fell,1866.0,48.9,22.4,"(48.900000, 22.400000)"
350,Sone,Valid,OC,17.1,Fell,1866.0,35.16667,135.33333,"(35.166670, 135.333330)"
351,Rushville,Valid,OC,0.05,Found,1866.0,39.61667,-85.45,"(39.616670, -85.450000)"
352,Dehesa,Valid,UN,0.28,Found,1866.0,-33.5,-70.5,"(-33.500000, -70.500000)"
353,Bear Creek,Valid,MIM,227.0,Found,1866.0,39.6,-105.3,"(39.600000, -105.300000)"
354,Frankfort (iron),Valid,MIM,10.9,Found,1866.0,38.2,-84.83333,"(38.200000, -84.833330)"
355,Pokhra,Valid,OC,0.35,Fell,1866.0,26.71667,82.66667,"(26.716670, 82.666670)"
356,Scottsville,Valid,MIM,10.0,Found,1867.0,36.76667,-86.16667,"(36.766670, -86.166670)"
357,Tadjera,Valid,OC,9.0,Fell,1867.0,36.18333,5.41667,"(36.183330, 5.416670)"
358,Khetri,Valid,OC,0.1,Fell,1867.0,28.01667,75.81667,"(28.016670, 75.816670)"
359,Casas Grandes,Valid,MIM,1545.0,Found,1867.0,30.4,-107.8,"(30.400000, -107.800000)"
360,Cacaria,Valid,MIM,41.4,Found,1867.0,24.5,-104.8,"(24.500000, -104.800000)"
361,Auburn,Valid,MIM,3.63,Found,1867.0,32.63333,-85.5,"(32.633330, -85.500000)"
362,Ballarat,Valid,NMIM,0.015,Found,1867.0,-37.57083,143.82533,"(-37.570830, 143.825330)"
363,Otomi,Valid,OC,6.51,Fell,1867.0,38.4,140.35,"(38.400000, 140.350000)"
364,Lodran,Valid,PA,1.0,Fell,1868.0,29.53333,71.8,"(29.533330, 71.800000)"
365,Goalpara,Valid,AA,2.7,Found,1868.0,26.16667,90.6,"(26.166670, 90.600000)"
366,Ornans,Valid,CC,6.0,Fell,1868.0,47.11667,6.15,"(47.116670, 6.150000)"
367,Mount Vernon,Valid,P,159.0,Found,1868.0,36.93333,-87.4,"(36.933330, -87.400000)"
368,Pevensey,Valid,OC,4.3,Found,1868.0,-34.78333,144.66667,"(-34.783330, 144.666670)"
369,Slavetic,Valid,OC,1.708,Fell,1868.0,45.68333,15.6,"(45.683330, 15.600000)"
370,Frankfort (stone),Valid,AA,0.65,Fell,1868.0,34.48333,-87.83333,"(34.483330, -87.833330)"
371,Moti-ka-nagla,Valid,OC,1.5,Fell,1868.0,26.83333,77.33333,"(26.833330, 77.333330)"
372,Motta di Conti,Valid,OC,9.15,Fell,1868.0,45.2,8.5,"(45.200000, 8.500000)"
373,San Francisco del Mezquital,Valid,MIM,7.5,Found,1868.0,23.48333,-104.36667,"(23.483330, -104.366670)"
374,Pnompehn,Valid,OC,0.096,Fell,1868.0,11.58333,104.91667,"(11.583330, 104.916670)"
375,Sauguis,Valid,OC,4.0,Fell,1868.0,43.15,-0.85,"(43.150000, -0.850000)"
376,Pultusk,Valid,OC,250.0,Fell,1868.0,52.76667,21.26667,"(52.766670, 21.266670)"
377,Danville,Valid,OC,2.0,Fell,1868.0,34.4,-87.06667,"(34.400000, -87.066670)"
378,Losttown,Valid,MIM,3.0,Found,1868.0,34.25,-84.5,"(34.250000, -84.500000)"
379,Daniel's Kuil,Valid,EC,1.064,Fell,1868.0,-28.2,24.56667,"(-28.200000, 24.566670)"
380,Kernouve,Valid,OC,80.0,Fell,1869.0,48.11667,-3.08333,"(48.116670, -3.083330)"
381,Caperr,Valid,MIM,113.9,Found,1869.0,-45.28333,-70.48333,"(-45.283330, -70.483330)"
382,Lumpkin,Valid,OC,0.34,Fell,1869.0,32.03333,-84.76667,"(32.033330, -84.766670)"
383,Krähenberg,Valid,OC,16.5,Fell,1869.0,49.32694,7.46472,"(49.326940, 7.464720)"
384,Hessle,Valid,OC,20.0,Fell,1869.0,59.85,17.66667,"(59.850000, 17.666670)"
385,Angra dos Reis (stone),Valid,AA,1.5,Fell,1869.0,-22.96667,-44.31667,"(-22.966670, -44.316670)"
386,Tjabe,Valid,OC,20.0,Fell,1869.0,-7.08333,111.53333,"(-7.083330, 111.533330)"
387,Yorktown (New York),Valid,OC,0.25,Fell,1869.0,41.28333,-73.81667,"(41.283330, -73.816670)"
388,Iron Creek,Valid,MIM,175.0,Found,1869.0,53.0,-112.0,"(53.000000, -112.000000)"
389,Shingle Springs,Valid,UN,39.0,Found,1869.0,38.66667,-120.93333,"(38.666670, -120.933330)"
390,Staunton,Valid,MIM,43.5,Found,1869.0,38.21667,-79.05,"(38.216670, -79.050000)"
391,Salt Lake City,Valid,OC,0.875,Found,1869.0,40.91667,-111.66667,"(40.916670, -111.666670)"
392,Cincinnati,Valid,MIM,1.5,Found,1870.0,39.11667,-84.5,"(39.116670, -84.500000)"
393,Ilimaes (iron),Valid,MIM,51.7,Found,1870.0,-26.0,-70.0,"(-26.000000, -70.000000)"
394,Nedagolla,Valid,UN,4.5,Fell,1870.0,18.68333,83.48333,"(18.683330, 83.483330)"
395,Ibbenbüren,Valid,AA,2.0,Fell,1870.0,52.28333,7.7,"(52.283330, 7.700000)"
396,McKinney,Valid,OC,150.0,Found,1870.0,33.18333,-96.71667,"(33.183330, -96.716670)"
397,Cabezo de Mayo,Valid,OC,25.0,Fell,1870.0,37.98333,-1.16667,"(37.983330, -1.166670)"
398,Iquique,Valid,MIM,12.5,Found,1871.0,-20.18333,-69.73333,"(-20.183330, -69.733330)"
399,Searsmont,Valid,OC,5.4,Fell,1871.0,44.36667,-69.2,"(44.366670, -69.200000)"
400,Cuba,Valid,NMIM,1.5,Found,1871.0,22.0,-80.0,"(22.000000, -80.000000)"
401,Bandong,Valid,OC,11.5,Fell,1871.0,-6.91667,107.6,"(-6.916670, 107.600000)"
402,Oczeretna,Valid,OC,0.13,Found,1871.0,49.31667,31.51667,"(49.316670, 31.516670)"
403,Laborel,Valid,OC,3.833,Fell,1871.0,44.28333,5.58333,"(44.283330, 5.583330)"
404,Roda,Valid,AA,0.4,Fell,1871.0,42.3,0.55,"(42.300000, 0.550000)"
405,Dyalpur,Valid,AA,0.3,Fell,1872.0,26.25,82.0,"(26.250000, 82.000000)"
406,Nenntmannsdorf,Valid,MIM,12.5,Found,1872.0,50.96667,13.95,"(50.966670, 13.950000)"
407,Orvinio,Valid,OC,3.4,Fell,1872.0,42.13333,12.93333,"(42.133330, 12.933330)"
408,Tennasilm,Valid,OC,28.5,Fell,1872.0,58.03333,26.95,"(58.033330, 26.950000)"
409,Lancé,Valid,CC,51.7,Fell,1872.0,47.7,1.06667,"(47.700000, 1.066670)"
410,Santa Apolonia,Valid,MIM,1316.0,Found,1872.0,19.21667,-98.3,"(19.216670, -98.300000)"
411,Khairpur,Valid,EC,13.6,Fell,1873.0,29.53333,72.3,"(29.533330, 72.300000)"
412,Aleppo,Valid,OC,3.2,Fell,1873.0,36.23333,37.13333,"(36.233330, 37.133330)"
413,Jhung,Valid,OC,5.9,Fell,1873.0,31.3,72.38333,"(31.300000, 72.383330)"
414,Paneth's Iron,Valid,MIM,150.0,Found,1873.0,,,
415,Duel Hill (1873),Valid,NMIM,11.3,Found,1873.0,35.85,-82.7,"(35.850000, -82.700000)"
416,Ssyromolotovo,Valid,MIM,217.0,Found,1873.0,58.61667,98.93333,"(58.616670, 98.933330)"
417,Virba,Valid,OC,3.6,Fell,1873.0,43.53333,22.63333,"(43.533330, 22.633330)"
418,Waconda,Valid,OC,50.0,Found,1873.0,39.33333,-98.16667,"(39.333330, -98.166670)"
419,Santa Barbara,Valid,OC,0.4,Fell,1873.0,-29.2,-51.86667,"(-29.200000, -51.866670)"
420,Chulafinnee,Valid,MIM,16.22,Found,1873.0,33.5,-85.66667,"(33.500000, -85.666670)"
421,Castalia,Valid,OC,7.3,Fell,1874.0,36.08333,-78.06667,"(36.083330, -78.066670)"
422,Kerilis,Valid,OC,5.0,Fell,1874.0,48.4,-3.3,"(48.400000, -3.300000)"
423,Butler,Valid,UN,41.0,Found,1874.0,38.3,-94.36667,"(38.300000, -94.366670)"
424,Cachiyuyal,Valid,MIM,2.5,Found,1874.0,-25.0,-69.5,"(-25.000000, -69.500000)"
425,Sevrukovo,Valid,OC,101.0,Fell,1874.0,50.61667,36.6,"(50.616670, 36.600000)"
426,Coolac,Valid,NMIM,19.28,Found,1874.0,-34.96667,148.125,"(-34.966670, 148.125000)"
427,Feid Chair,Valid,OC,0.38,Fell,1875.0,36.88333,8.45,"(36.883330, 8.450000)"
428,Alexander County,Valid,NMIM,0.192,Found,1875.0,35.75,-81.25,"(35.750000, -81.250000)"
429,Homestead,Valid,OC,230.0,Fell,1875.0,41.8,-91.86667,"(41.800000, -91.866670)"
430,North Chile,Valid,MIM,300.0,Found,1875.0,-23.0,-69.0,"(-23.000000, -69.000000)"
431,Mornans,Valid,OC,1.3,Fell,1875.0,44.6,5.13333,"(44.600000, 5.133330)"
432,Santa Catharina,Valid,NMIM,7000.0,Found,1875.0,-26.21667,-48.6,"(-26.216670, -48.600000)"
433,Canyon City,Valid,MIM,8.6,Found,1875.0,40.9,-123.1,"(40.900000, -123.100000)"
434,Yardea,Valid,NMIM,3.29,Found,1875.0,-32.45,135.55,"(-32.450000, 135.550000)"
435,Mejillones,Valid,MIM,14.83,Found,1875.0,-23.1,-70.5,"(-23.100000, -70.500000)"
436,Zsadany,Valid,OC,0.552,Fell,1875.0,46.93333,21.5,"(46.933330, 21.500000)"
437,Serrania de Varas,Valid,MIM,1.5,Found,1875.0,-24.55,-69.06667,"(-24.550000, -69.066670)"
438,Nagaria,Valid,AA,0.02,Fell,1875.0,26.98333,78.21667,"(26.983330, 78.216670)"
439,Sitathali,Valid,OC,1.6,Fell,1875.0,20.91667,82.58333,"(20.916670, 82.583330)"
440,Rowton,Valid,MIM,3.5,Fell,1876.0,52.76667,-2.51667,"(52.766670, -2.516670)"
441,Ställdalen,Valid,OC,34.0,Fell,1876.0,59.93333,14.95,"(59.933330, 14.950000)"
442,Judesegeri,Valid,OC,0.68,Fell,1876.0,12.85,76.8,"(12.850000, 76.800000)"
443,Verkhne Dnieprovsk,Valid,NMIM,0.07,Found,1876.0,48.63333,34.36667,"(48.633330, 34.366670)"
444,Nochtuisk,Valid,UN,0.008,Found,1876.0,59.98333,117.58333,"(59.983330, 117.583330)"
445,Mantos Blancos,Valid,MIM,10.3,Found,1876.0,-23.45,-70.11667,"(-23.450000, -70.116670)"
446,Vavilovka,Valid,OC,1.932,Fell,1876.0,46.15,32.83333,"(46.150000, 32.833330)"
447,Babb's Mill (Blake's Iron),Valid,UN,136.0,Found,1876.0,36.3,-82.88333,"(36.300000, -82.883330)"
448,Rochester,Valid,OC,0.34,Fell,1876.0,41.08333,-86.28333,"(41.083330, -86.283330)"
449,Warrenton,Valid,CC,1.6,Fell,1877.0,38.68333,-91.15,"(38.683330, -91.150000)"
450,Mühlau,Valid,OC,0.005,Found,1877.0,47.28333,11.41667,"(47.283330, 11.416670)"
451,Casey County,Valid,NMIM,0.723,Found,1877.0,37.25,-85.0,"(37.250000, -85.000000)"
452,Bhagur,Valid,OC,0.018,Fell,1877.0,20.88333,74.83333,"(20.883330, 74.833330)"
453,Soko-Banja,Valid,OC,80.0,Fell,1877.0,43.66667,21.86667,"(43.666670, 21.866670)"
454,Hungen,Valid,OC,0.112,Fell,1877.0,50.3,8.91667,"(50.300000, 8.916670)"
455,Cynthiana,Valid,OC,6.0,Fell,1877.0,38.4,-84.25,"(38.400000, -84.250000)"
456,Cronstad,Valid,OC,3.65,Fell,1877.0,-27.7,27.3,"(-27.700000, 27.300000)"
457,Jodzie,Valid,AA,0.03,Fell,1877.0,55.7,24.4,"(55.700000, 24.400000)"
458,La Charca,Valid,OC,0.399,Fell,1878.0,20.66667,-101.28333,"(20.666670, -101.283330)"
459,Tieschitz,Valid,OC,28.0,Fell,1878.0,49.6,17.11667,"(49.600000, 17.116670)"
460,Mern,Valid,OC,4.0,Fell,1878.0,55.05,12.06667,"(55.050000, 12.066670)"
461,Bluff (a),Valid,OC,153.3,Found,1878.0,29.87861,-96.87222,"(29.878610, -96.872220)"
462,Haraiya,Valid,AA,1.0,Fell,1878.0,26.8,82.53333,"(26.800000, 82.533330)"
463,Lujan,Valid,UN,0.05,Found,1878.0,-34.66667,-59.36667,"(-34.666670, -59.366670)"
464,Rakovka,Valid,OC,9.0,Fell,1878.0,52.98333,37.03333,"(52.983330, 37.033330)"
465,Dandapur,Valid,OC,5.65,Fell,1878.0,26.91667,83.96667,"(26.916670, 83.966670)"
466,York (iron),Valid,MIM,0.835,Found,1878.0,40.75,-97.5,"(40.750000, -97.500000)"
467,Gnadenfrei,Valid,OC,1.75,Fell,1879.0,50.66667,16.76667,"(50.666670, 16.766670)"
468,Itapicuru-Mirim,Valid,OC,2.024,Fell,1879.0,-3.4,-44.33333,"(-3.400000, -44.333330)"
469,Makarewa,Valid,OC,2.3,Found,1879.0,-46.31667,168.4,"(-46.316670, 168.400000)"
470,Nogoya,Valid,CC,4.0,Fell,1879.0,-32.36667,-59.83333,"(-32.366670, -59.833330)"
471,Tomatlan,Valid,OC,0.9,Fell,1879.0,20.16667,-105.21667,"(20.166670, -105.216670)"
472,Estherville,Valid,MG,320.0,Fell,1879.0,43.41667,-94.83333,"(43.416670, -94.833330)"
473,La Bécasse,Valid,OC,2.8,Fell,1879.0,47.08333,1.75,"(47.083330, 1.750000)"
474,Niagara,Valid,NMIM,0.115,Found,1879.0,48.0,-97.93333,"(48.000000, -97.933330)"
475,Lick Creek,Valid,MIM,1.24,Found,1879.0,35.66667,-80.25,"(35.666670, -80.250000)"
476,Kalumbi,Valid,OC,4.5,Fell,1879.0,17.83333,73.98333,"(17.833330, 73.983330)"
477,Campo de Pucara (iron),Valid,UN,0.041,Found,1879.0,-27.66667,-67.11667,"(-27.666670, -67.116670)"
478,Dalton,Valid,MIM,53.0,Found,1879.0,34.8,-84.98333,"(34.800000, -84.983330)"
479,Tenham,Valid,OC,160.0,Fell,1879.0,-25.73333,142.95,"(-25.733330, 142.950000)"
480,Densmore (1879),Valid,OC,37.2,Found,1879.0,39.65,-99.68333,"(39.650000, -99.683330)"
481,Ratyn,Valid,UN,0.91,Fell,1880.0,52.2,17.98333,"(52.200000, 17.983330)"
482,Muizenberg,Valid,OC,4.61,Found,1880.0,-34.1,18.46667,"(-34.100000, 18.466670)"
483,Wittekrantz,Valid,OC,2.2,Fell,1880.0,-32.5,23.0,"(-32.500000, 23.000000)"
484,Takenouchi,Valid,OC,0.72,Fell,1880.0,35.38333,134.9,"(35.383330, 134.900000)"
485,Jiapigou,Valid,UN,,Found,1880.0,42.83333,127.5,"(42.833330, 127.500000)"
486,Ivanpah,Valid,MIM,58.0,Found,1880.0,35.33333,-115.31667,"(35.333330, -115.316670)"
487,Greenbrier County,Valid,MIM,5.0,Found,1880.0,37.83333,-80.31667,"(37.833330, -80.316670)"
488,Colfax,Valid,NMIM,2.3,Found,1880.0,35.3,-81.73333,"(35.300000, -81.733330)"
489,Lexington County,Valid,NMIM,4.76,Found,1880.0,34.0,-81.25,"(34.000000, -81.250000)"
490,Eagle Station,Valid,P,36.0,Found,1880.0,38.61667,-84.96667,"(38.616670, -84.966670)"
491,Aachen,Valid,OC,0.021,Fell,1880.0,50.775,6.08333,"(50.775000, 6.083330)"
492,Veramin,Valid,MG,54.0,Fell,1880.0,35.33333,51.63333,"(35.333330, 51.633330)"
493,Andhara,Valid,UN,2.7,Fell,1880.0,26.58333,85.56667,"(26.583330, 85.566670)"
494,Chetrinahatti,Valid,UN,0.072,Fell,1880.0,14.5,76.5,"(14.500000, 76.500000)"
495,Bingera,Valid,MIM,10.841,Found,1880.0,-29.88333,150.56667,"(-29.883330, 150.566670)"
496,Pacula,Valid,OC,3.4,Fell,1881.0,21.05,-99.3,"(21.050000, -99.300000)"
497,Admire,Valid,P,180.0,Found,1881.0,38.7,-96.1,"(38.700000, -96.100000)"
498,Chilkoot,Valid,MIM,43.0,Found,1881.0,59.33333,-136.0,"(59.333330, -136.000000)"
499,Costilla Peak,Valid,MIM,35.5,Found,1881.0,36.83333,-105.23333,"(36.833330, -105.233330)"
500,Thunda,Valid,MIM,62.1,Found,1881.0,-25.7,143.05,"(-25.700000, 143.050000)"
501,Grossliebenthal,Valid,OC,8.0,Fell,1881.0,46.35,30.58333,"(46.350000, 30.583330)"
502,Smithsonian Iron,Valid,MIM,3.51,Found,1881.0,,,
503,Piquetberg,Valid,OC,0.037,Fell,1881.0,-32.86667,18.71667,"(-32.866670, 18.716670)"
504,Winburg,Valid,MIM,50.0,Found,1881.0,-28.5,27.0,"(-28.500000, 27.000000)"
505,Middlesbrough,Valid,OC,1.6,Fell,1881.0,54.56667,-1.16667,"(54.566670, -1.166670)"
506,Mocs,Valid,OC,300.0,Fell,1882.0,46.8,24.03333,"(46.800000, 24.033330)"
507,San Cristobal,Valid,NMIM,5.0,Found,1882.0,-23.43333,-69.5,"(-23.433330, -69.500000)"
508,Rancho de la Pila (1882),Valid,MIM,46.5,Found,1882.0,24.11667,-104.3,"(24.116670, -104.300000)"
509,Brenham,Valid,P,4300.0,Found,1882.0,37.5825,-99.16361,"(37.582500, -99.163610)"
510,Fukutomi,Valid,OC,11.62,Fell,1882.0,33.18333,130.2,"(33.183330, 130.200000)"
511,Linville,Valid,NMIM,0.442,Found,1882.0,35.86667,-81.91667,"(35.866670, -81.916670)"
512,Hex River Mountains,Valid,MIM,60.0,Found,1882.0,-33.31667,19.61667,"(-33.316670, 19.616670)"
513,Pavlovka,Valid,AA,2.0,Fell,1882.0,52.03333,43.0,"(52.033330, 43.000000)"
514,Pirgunje,Valid,OC,0.842,Fell,1882.0,25.8,88.45,"(25.800000, 88.450000)"
515,Adalia,Valid,AA,0.001,Found,1883.0,36.9,30.68333,"(36.900000, 30.683330)"
516,Grand Rapids,Valid,UN,51.7,Found,1883.0,42.96667,-85.76667,"(42.966670, -85.766670)"
517,Silverton (New South Wales),Valid,OC,0.3507,Found,1883.0,-31.88333,141.2,"(-31.883330, 141.200000)"
518,Enon,Valid,UN,0.763,Found,1883.0,39.86667,-83.95,"(39.866670, -83.950000)"
519,St. Caprais-de-Quinsac,Valid,OC,0.36,Fell,1883.0,44.75,0.05,"(44.750000, 0.050000)"
520,São Julião de Moreira,Valid,MIM,162.0,Found,1883.0,41.76611,-8.58361,"(41.766110, -8.583610)"
521,Estacado,Valid,OC,290.0,Found,1883.0,33.9,-101.75,"(33.900000, -101.750000)"
522,Ngawi,Valid,OC,1.393,Fell,1883.0,-7.45,111.41667,"(-7.450000, 111.416670)"
523,Jenny's Creek,Valid,NMIM,12.0,Found,1883.0,37.9,-82.38333,"(37.900000, -82.383330)"
